iter	Logloss
0	0.6456844278
1	0.6036628274
2	0.5662699911
3	0.5227151586
4	0.4861754681
5	0.4551051904
6	0.4258528489
7	0.398954987
8	0.3759535017
9	0.3545171125
10	0.3313613823
11	0.3111752816
12	0.2953238509
13	0.27939043
14	0.2640125741
15	0.2481504587
16	0.2353526327
17	0.2245672235
18	0.2146039246
19	0.2053408385
20	0.1952624947
21	0.1870720289
22	0.180123929
23	0.1744997534
24	0.1690000646
25	0.1621824584
26	0.1568688958
27	0.150606561
28	0.1459689593
29	0.1416893264
30	0.1373243548
31	0.133652631
32	0.1306455535
33	0.1272327285
34	0.1232697672
35	0.120862348
36	0.1177240777
37	0.114824062
38	0.1121184233
39	0.1091820385
40	0.106526008
41	0.1046455435
42	0.1023255603
43	0.09970251575
44	0.09745926663
45	0.09560611777
46	0.09386371595
47	0.09215081331
48	0.09078627366
49	0.08929456305
50	0.0870776198
51	0.08559302075
52	0.08433900376
53	0.08297674257
54	0.08201435141
55	0.08080825115
56	0.07970602804
57	0.07885595468
58	0.07757757368
59	0.07633464692
60	0.07505871699
61	0.07428967575
62	0.07284958438
63	0.07180413294
64	0.07055294676
65	0.06975687467
66	0.06857026648
67	0.06761349812
68	0.06675957986
69	0.06573551057
70	0.06512305747
71	0.06412462088
72	0.06322033481
73	0.0624335837
74	0.06201836426
75	0.06128715066
76	0.0607923663
77	0.05996981142
78	0.05947310676
79	0.05891679531
80	0.0583674228
81	0.05784118877
82	0.05704890117
83	0.05664313649
84	0.05596371474
85	0.05559437955
86	0.05471705096
87	0.05404704944
88	0.05351337588
89	0.05297192189
90	0.0526301699
91	0.05207938199
92	0.05151285629
93	0.05108101875
94	0.05082880426
95	0.05026812143
96	0.04985639305
97	0.04946712994
98	0.04905166885
99	0.04864790645
100	0.04802167901
101	0.04749371455
102	0.04715276088
103	0.04690739472
104	0.04656765795
105	0.04616103021
106	0.04579968258
107	0.04544545946
108	0.04524983971
109	0.04480482334
110	0.04455499088
111	0.04425238268
112	0.04395226008
113	0.04346911832
114	0.04319016642
115	0.04294939171
116	0.04277866243
117	0.04241227888
118	0.0421089975
119	0.04178075229
120	0.04145758184
121	0.0411066599
122	0.04079527876
123	0.04043506605
124	0.04018115134
125	0.03990394282
126	0.03957643552
127	0.03933740849
128	0.03901077719
129	0.03873130315
130	0.03856800476
131	0.03825891072
132	0.03796532575
133	0.03768563594
134	0.03747636269
135	0.03719202102
136	0.03691228806
137	0.03681325265
138	0.03646687469
139	0.03625073152
140	0.03598728439
141	0.03570066858
142	0.03541318971
143	0.03520121078
144	0.0351219393
145	0.03501586137
146	0.03482675337
147	0.03463477571
148	0.03450623681
149	0.03424937261
150	0.03403514111
151	0.03381433962
152	0.03354219721
153	0.0332777252
154	0.03315893018
155	0.03298548012
156	0.03285211244
157	0.03271957976
158	0.03253926195
159	0.03233025408
160	0.03223524698
161	0.03202026462
162	0.03188616766
163	0.03172261251
164	0.03159784084
165	0.03144620447
166	0.03124145577
167	0.03108704252
168	0.03077512197
169	0.0305881867
170	0.03045415447
171	0.03025670289
172	0.03010502984
173	0.03004062014
174	0.02988420029
175	0.0297101763
176	0.02949829447
177	0.02932397273
178	0.02924623964
179	0.02912055313
180	0.02897748472
181	0.02878108823
182	0.02864865264
183	0.0285268995
184	0.02840174161
185	0.02820345072
186	0.02806213862
187	0.02794886714
188	0.02782373299
189	0.02772864173
190	0.0275626312
191	0.02741585382
192	0.02725756546
193	0.0270445336
194	0.02694422951
195	0.02683938359
196	0.02670880572
197	0.02658358526
198	0.02644093112
199	0.02637448462
200	0.02622812366
201	0.02618182299
202	0.02603309295
203	0.02590581626
204	0.02574607797
205	0.02561131214
206	0.02547926924
207	0.0253381988
208	0.02522283873
209	0.02507995804
210	0.02497478416
211	0.02488397365
212	0.02478883709
213	0.02469138538
214	0.02454030568
215	0.02438125999
216	0.02427819196
217	0.02415668695
218	0.0240428739
219	0.02394400894
220	0.02388681869
221	0.02376185283
222	0.02361693102
223	0.02351638742
224	0.02342230162
